"deu","Deus","origin - latin  urban origin - originally created by an awesome player of the game guild wars. known for his amaizing ability to do absolutley nothing while his team is getting raped up the butt and also the only guy in the game to kill everyone on his team while keeping himself alive aswell as the other team. what made him really poppular was his awesome ability to use the words, [newb], [newbcake], and the ever popular phrase,you lack discipline, in a horribly done asian accent. also known for his other amaizing ability to hate people who play wow, kill large numbers of newbs ranging from 100 to 1000 in seconds, calling the cops on ""deus haters"", and ghetto slaping his b****es.  literal meaning - god  part of speech - noun  definition - one who is able to [rape], [ghetto slap], [bitch slap], [pwn], and/or[own] everyone on his/her own team aswell as everyone standing within 50 miles of him/her while being a lazy retard with no skills at any game. also known as ""mother truckin rainman"""
"dew","Dews","dews is typically a last name which originated in europe, most likely germany. a family with the last name ""dews"" usually has athletic tendencies, usually good looking, extremely social, they live life fully, moderately wealthy and know the meaning of a good time. they ""work hard"" then ""play hard."" a dews is not liked by everyone, but has several friends. most of which they would do anything for. the dews name is meaningful to many."
"dez","Dez","dez is a word that defines a [ownig] [dota] player. you'll know when u meet a dez. 'cuse the line ""beyonde godlike"" is shown once every minute... dez = an godlike player."
"dfp","Dfp-","dfp- down for pezz. phrase cae about after a very good looking person, (unfortunately we cant name, names on urbandictionary) that was wanted by many women. myth has it that dfp came about when the biddies got tired of saying im down for pezz, so they came up with the letters dfp."
"dga","Dgas","dgas stands for don't give a shit.  used when you don't want to do something you are asked to do and have to do.  can be used in classrooms to start mini-rebeliions against a teacher. if heard all must reply ""dgas!"" pronounced: d-gas"
"dgm","Dgm","also known as dont'get""mad. are a group of individuals who reside in the central valley of california. fresno, ca originated. originally a graffiti crew. dgm grew and expanded to to be a terrifying gang capable of horrific crimes. dgm join forces with the mobb in late 2008. the mobb now consists of numerous groups, but still remains a close family."
"dgt","D.G.T","a skateboard gang formed in dothan alabama to piss off faculty members at a local school but got to serious when a bunch of pussy niggas started shit  d.g.t is also a skateboard team formed by the same group of people and is the abbreviation for durty greengo team  the colors worn by d.g.t members are green and orange...orange is worn by senior members and green is worn by new members"
"dha","Dha-","dha- dick handling ability  one's style, experience, and confidence of being able to handle and pleasure the male genitalia.  one must be able to start the engine, drive from point a to point b effectively, ecstasy and joyfully, and finally park in its allotted space.  rating from 1-10 1 being jew clawing the tip and a ten being jenna jameson like handjobs"
"dhs","Dhs","(us government) department of homeland security; cabinet level position created by the bush administration in 2003. one of the most costly and poorly executed reorganizations in us history, it essentially blew hundreds of billions of dollars on unrelated and pointless government projects intended to reward members of congress who sided with the president.

the dhs budget's largest line items are:

*the [customs and border protection] (cbp)-20%;

*the [federal emergency management agency] ([fema])-19%; *the coast guard ([uscg]; formerly part of the [department of transportation] {dot})-18%;

*the [transportation security administration] ([tsa])-12%;

*[immigration and customs enforcement] (ice)-10%;

*[citizenship and immigration services] ([cis])-5%.

(percentages are of the fy 2011 dhs budget--$57 billion"
"dib","Dibs","the most powerful force in the universe, it is used to call possession of a certain object or idea. there are very few things that [trump] dibs."
"dig","Dig","v. 1. to perceive and comprehend the nature and significance of; grasp; gather. “ya dig? yeah i can dig it”  2. to find attractive, pleasant, to enjoy.  “i dig on that [trim], man; girl is fine!”"
"dik","Dick","an uncircumcised dick. basically you can remove the letter 'c' from dick as it stands for 'circumcised'."
"dil","Dildo","short for the word dildo.  "
"din","Dinlo","another word for a dinlo"
"dio","Die-O","slang term for diarrhea. pronounced die-o while ronnie james is dee-o"
"dip","Dip","dip is a form of smokeless tobacco that is cut more fine than regualar chewing tobacco.  it is bought in a round tin that is a little smaller than a hockey puck.  it comes in fine cut(or snuff), mid cut, and long cut.  users take a pinch of tobacco and place it between their bottom lip and gums.  smokeless tobacco has much more nicotine than cigarettes (one tin has about the same amount of nicotine as 60 cigarettes).  large amounts of nicotine are absorbed through the gums and mouth tissue and goes directly to the blood stream, creating a buzz that lasts around 15 minutes.  this buzz only lasts until you become tolerant to the drug;  people who are heavy users only receive a state of satisfaction and relaxation.  the most popular brand of dip is copenhagen, which is only available in natural and bourban flavors.  the second most popular brand is skoal, which comes in a variety of flavors like mint, cherry, vanilla, apple, etc.  these two brands are on the expensive side.  other brands like grizzly, timberwolf, and kodiak are popular as well, and are much cheaper.  now, there as a pouch-form of dip as well.  it is tobacco filled in tea bag like pouch which is much more user-friendly, as shards of tobacco do not get stuck between the teeth.  dipping is often referred to as ""packing a lipper."""
"dir","Dirr","1. also spelled 'dirr,' 'dirrr,' and 'dirrrr;' depending upon how obnoxious the user is, this word is sort of a substitute for the commonly used, 'duh,' used by the same type of people. translated to direct english it's something along the lines of, ""obviously,"" or ""you're retarded,"" also depending on the obnoxisity level of the user. 2. a dos command to pull up the contents of the currently selected drive or folder."
"dix","Dix","means 10. dix is a philosophy created by mana, leader of moi dix mois. it represents ""1"" meaning his start of something new, and ""0"" which represents his vision as a universal artist. thus, ""dix"" which translates literally to 10 in french, is essentially a philosophy, hence ""moi dix mois"" (me ten months) which has an important meaning to mana sama and all dixtors of the world."
"dje","D'Jes","d'jes = yes, in basic terms, said in a spanish/mexican accent...   d'jes (ys) adv. it is so; as you say or ask. used to express affirmation, agreement, positive confirmation, or consent. n. pl. d'jes·es  1. an affirmative or consenting reply. 2. an affirmative vote or voter. tr.v. d'jessed, d'jes·sing, d'jes·es  to give an affirmative reply to. interj. used to express great satisfaction, approval, or happiness."
"dkb","Dkb","dkb is a highly toxic element that is mostly been contained in asia but has been spread through ships to america. it usually resembles ragged leather and has a pungent stench that reeks of steaming raw bunghole. dkb stands for dirty korean bunghole and is the third leading killer of americans. it is only behind nazis and mung. only barely in front of nigger moments.  even though horny white boys like to play with it, it is highly infectious and should be avoided at all costs. if you have come in contact with dkb please inform your local toxologists or poison control center. thank you and watch out."
"dle","D.L.E","d.l.e day long erection"
"dlk","Dlk","1.dlk is a pretty much any kid from littleton ma. dlk stands for dirty littleton kids.

2.its a graffity symbol that is seen in many places all over littleton and ma. it is also in a few malls in states like maine and new hampshire."
"dma","Dma","dick in my ass

an expression that can replace the expression ""a pain in my ass"" (he's a dma),

can replace fml -fuck my life- (my dad is a downy. dma...),

or can be used in it's literal term of receiving anal sex (woops! i dropped the soap... what's that pinch in my backside? oh helll no! there's a dma!).

it can also be used instead of curse words such as ""shit"". (*stubs toe* fucking dma!)"
"dmm","Dmm","""dmm"" or ""dmm"" -> don't message me  background: some of us instant message (im) at work. in many workplaces, iming isn't encouraged (and so it shouldn't be, because it's rather disruptive to one's work)... so we do it in secrecy. but if you're in a conversation with someone while your boss comes by to talk to you, the last thing you want is for 4 incoming message tabs blinking away in your start menu bar, which can give a bad impression.  what ""dmm"" really means is: ""as of this message, don't send anything to me until i message you again. i'll explain later."" in other words, ""no messages"". it's usually not enough to just say ""hold on"" or ""brb"", because everyone's first reaction to that is to send a message ""okay"", which starts up a blinking message tab. no help there. when you receive a dmm/dmm message, just leave the person alone until the coast is clear. so, add this to your iming dictionary."
"dmv","Dmv","this is the dc metro area. dmv stands for dc,maryland,virginia. the whole dmv listens to gogo music which originated in dc. we love northface gear and mambo sauce in chinese carry-outs. we rep our hood to da fullest cuz aint no other place like us anywhere in the us. our whole swag and slang and music and clothes is different from everybody else. i can go on and on bout us but i'm not."
"dnt","Don'T","means don't, nothing else. even a blind person would notice whether its a missspelling or not and still see that it's don't / do not"
"dog","Dog","1. any four-legged, pack hunting, carnivorous animal of the genus canis. yes, i consider a wolf to be a dog, because the common house dog, canis familiaris or canis domesticus is a bred-down version of canis lupus, the modern wolf. makes a good pet, as they are intelligent, curious, and as i have earlier stated, a pack animal, and therefore easily suited to life with a family of many people, or fewer.  2. what you call a close buddy."
"doh","Doh","doh (d)  interj.  a) a gen-x colloquialism conveying an overall feeling of frustration.     b) used to express a feeling one has after realizing they have been tricked, misled, scammed, swindled, etc..   c) used to boast or chide the victim of such tomfoolery   d) coined by the animated sitcom character homer simpson in the mid to late eighties, ""doh"" is similar to other one word, one syllable explicatives in that it is a quick and succinct summary of one's aggravation, but differs in that it was an accepted substitute to similarly censored words. "
"doi","Doing","something you say when doing something retarded."
"dok","D.O.K","d.o.k.

dick on keyboard

similar to a.f.k. but you get the idea."
"don","Don'","1. head of any mafia crime family. 2. dom perignon. expensive champagne. often called 'don' in the suburbs and hood as a joke that we don't know what it is. 3. 'the don'. is sir donald bradman, the greatest ever cricketer. averaged 99 runs per test innings."
"dou","Dou","originates from vietnamese slang- ""dou ma"" means to ""fuck your (respondent's) mum"". however, the single word ""dou"", implicit of its infinitive form, ""to dou""; means to ""screw someone up"", usually through physical means like bashing their face in or the application of an armbar or strangle. its coinage is credited to an anonymous abv and abc known only (urban dic. rules) as ""teabag"" and fc."
"dov","D.O.V","d.o.v. is an acronym for dragonview, which alludes to [pornography] filmed from the point of view of a human male's phallic member."
"dox","Doxed","dox, or being doxed, in terms of online forum sites, is the physical equivalent of being butt-raped irl. just as all the greats have, when a person is ""doxed"", all their personal information is made available for all users to see. names, addresses, phone numbers and school/work are not spared, and this usually leads to the person ceasing all ties with said websites, if not the interwebs as a whole."
"doz","Doz","a group name referred to by a close group of friends (origin, miami university).  usually socially unrefined, doz love everything in excess, and have no problem being the loudest people in the room.  the origin of the doz is debatible, but is definitely not related to the notre dame domers.  it's more closely related to homer's doh! sound.  as in, look at that group of doz - they are so obnoxious... and yet, so cool!  befriend a member of the doz by offering ranch or something fried, liking pop music, watching way too much tv, and obsessing about celebrities."
"dra","Drea","the shortened nick-name for the name andrea."
"dre","Dres","a short way of sayin andre or andres. like instead of victor u say vic. instead of andre u say dre"
"drf","Durf","pronounced durf (like a nerf gun), the acronym means drunk ross faggot. drf is an alter ego for conservative dudes who get buck wild when hammered. becoming drf happens whenever one is drinking and reaches the point of no return (probably .2 to .3). the drf is now the life of the party. drf spits game, falls over couches, and heavily slurs speech."
"drj","Dr.J","the act of perfoming an incredible feat then screaming ""dr.j!!!!!!!!"""
"dru","Dru","a dru is a very manly and wild (in a good way) guy who is really kind. he's into nature and is really independent. his empathic insight is very big and if he likes you he'll always be there. he's always up for a deep convo or impulsive plans. a dru is a wonderful lover."
"dsj","Dsj","dsj originates from scotland and is a character known to make strange sounds during conversation. dsj is also well known for ""thrusting"" in the admin office. dsj has a multitude of ties, which symbolise his cosmic engergy.  dsj has framed photos of those in orange robes and worships these daily.  the term dsj is derrived from the initials of a name that no longer can be remembered due to the introduction of the term dsj."
"dst","Dsts","similar to the dts (delirium tremens) of an alcoholic, the dsts occur when you wake up the day after a daylight savings time change. the main symptom is utter confusion: ""is this clock showing the correct time?"" ""did this other clock automatically set?"" ""was it 'spring forward, fall back', or 'spring back, fall forward'?"
"dsy","Daisy","shortened from [daisy], dsy is a term generally used as an attempt to place the person in a stereotype. in this case, dsy uses no vowel, hence attempting to become a [chav]."
"dub","Dub","noun- twenty inch rims and only twenty inch rims for anything larger see twankie dueces, dub dueces, or duece dueces. smaller see dub minus dueces"
"due","Dude","contraction of dude, used when talking with a close buddy. can be used in combination with yeh."
"dug","Drugs","drugs and ugly guys/girls  "
"dui","Duis","driving under the influence, pronounced dewey, refers to a person being arrested for driving after consuming alcohol. generally people with duis are not drunk but just over the arbitrary limit of .08 and unlucky enough to get pulled over by a cop. if you get a dui expect to pay a ton of fines, have your constitutional rights violated, and be treated like a criminal.

duis are great ways for cops to meet there quotas and politicians love them too because they bring in a ton of revenue for the state. these laws do little to actually make the public safer."
"duj","Dujon","a human of asian heritage or background. usually a racist comment, although not in all cases. short for dujon."
"duk","Duk'S","duk is similar in versatility to the f-word. it can be used as a verb, noun, adjective, or adverb. duk's meaning has become tied solely to its usage, it can be both positive and negative, depending on the situation and usage. most common usage is to declare one's victory."
"dum","Dumb","the way morons type the word dumb"
"dun","Dun","dun simply means ""son"". originally started from a handicaped kid in queens, ny. he couldn't pronounce son, so everytime he said son, it sounded more like dun. mobb deep coined the word and still use it today!"
"dur","Durs","durs used sexting(like phone sex for texting) which means ""damn u r sexy"""
"dus","Dus","dus means 10..it could be 10 dollers 10 shits 10 anything..its another word for 10 just like a dub is 20 duce is 2...so dus is 10 remember that."
"dut","Dut","an exclamation meaning ""oh, that fucking sucks!"" originally derived from ""that suuuuuuuucks"" - a term used at edina high school in 2002. but later it morphed into the elusive dut. often, the dut is complete with a hand motion that includes pointing one arm outward while hitting the inner elbow of said arm with the other hand. a dut can be used on yourself (self-dut), others (dut), or a large group of people (duts all around)."
"duy","Duy'S","a vietnanese guy who is usually extremly artistic. duy's tend to express themselves through dance and art. they are generally smart and are willing to help out anyone."
"dva","Diva","(pronounced diva) the absolute best overwatch character in the games. you should be happy to have one on your team. if a d.va you see has a golden gun, run!"
"dvc","Dvc","a dvc is a person who is overly infatuated with his girlfriend and never lets her out of her site. a dvc is also known to be in denial about how dominating the woman is in the relationship and that he favors anal."
"dvk","Dvk","one who is a dvk, is an expert in every domain of science, sports and life in the aggregate. one who is a dvk can be considered as a [godlike], supreme being, better than you in any aspect."
"dvm","Dvm","what exactly this acronym stands for is unknown perhaps lost in culture through the centuries, however through its time it hasn't lost its meaning a dvm or the dvm is a group of teenagers commonly boys who are seen as cool by most other teenagers. the dvm would be the pinnacle of social status' and to be a dvm would be a great accolade. the dvm are rival to other teenage groups but hatred is not shown when groups encounter a dvm as being openly antagonistic with a dvm is social suicide ."
"dvv","D.V.V","d.v.v is a slang term for deep vaginal visit.

similar to d.a.v, which means deep anal visit."
"dxc","Dxc","dxc (short for dunk exchange) is an event where people, usually between the ages of 16 and 25, gather to buy, sell, and trade shoes. shirts and hats are also sold at the dxc. the dxc is held in large cities like new york city, sf, and miami."
"dxe","Dxe","dxe is the opposite of sxe which is a life of no drugs, no sex, nothing that would hurt your body in any way. dxe is the idea that you drink as much as you can you do as many drugs as you can and you have as much sex as you can. it also in my mind promotes violence and all illegal activities. also it is a lifelong commitment once you choose to be dxe theres no goin back"
"dyf","Dyfs","division of youth and family services; it is an organization that aims to prevent child abuse in new jersey by taking children away from predator parents.  they are responsible for investigating allegations of child abuse and neglect and, if necessary, arranging for the child's protection and the family's treatment.   basically, they lock away dead beat dads and send kids to foster homes. if a kid calls dyfs, they come, no matter what.  it is based out of nj, and for nj only.  their mission statement: to ensure the safety, permanency and well-being of children and to support families."
"dyp","D.Y.P","d.y.p. - draw your partner. a kind of the tournament in [foosball] (""table soccer"") in which you draw (at random) a part member from a basket (with a list of all player). could be a 2 baskets dyp in which team is maked by players from 2 baskets (like novice/ama in one basket and semipro/pro/masters in second). "
"dzk","Dzk","dzk is the greatest rapper of all time. his lyrics are phenomenal and his flow is miraculous. his songs depict heaven in the music form. listening to dzk is the equivalent to having sex with carmen electra."
"dzu","D'Zu","a very quick way of saying yes.  taken from the way chinese language sounds to a non-chinese speaker.  pronouned d'zu with the d and z fusing together."
"eae","E A E","e•a•e (e a e), n., (elite association of enlightenment)  1)  a select group of individuals composing the ruling body of [feminem.com] that discuss various website-related issues and other administration decisions to help fulfill the purpose of the website, chosen and led by [essix], the mastermind of feminem.com."
"eam","Eam","from www.somethingawful.com  eam (noun) - any dream involving the internet. an eam may feature people you communicate with online, websites you visit, or games you play. there are currently no specific words to describe a nightmare involving the internet, as any eam, by definition, is inherently a nightmare."
"ebj","E-Bj","e-bj a person giving another person a 'blow job' over the internet."
"ebo","E-Bo","e-bo simply means a modern-day bohemian. a person who utilizes the internet and technology to further their passion. someone who devotes their day to their art. whether it be writing, painting, sculpting, drawing, music, photography, etc. they devote their night to having fun, partying, and generally experiencing life. "
"ece","Ece","a ece is a woman who can be sexy and cute at the same time. their mysterious way of being makes them so attractive. in turkish ece means ""queen"" or ""lady"". ece's are very passional and wild but also sensitive and romantic. also ece's look always gorgeous!

they always act naturally and are the most honest persons. they often place others before themselves, which makes them the best kind of friend to rely on. a lovely and kind person. with this sort of girl you can have a lot of fun."
"ecg","Ecg","an ecg is a person who is preppy but ratchet. they may wear old thrift shop button downs or dresses and listen to rap music

the word ""ecg"" comes from a school in virginia called ec glass. ec glass has groups of [wannabes], [preps], [bimbos], [ratchets], and [grungers]. ec glass has the most preppy jocks you will ever meet. even in the dead of winter they are wearing their button downs with high shorts and think they are cool when in reality they have no life and all they can do is impress their friends.

the bimbos are the freshman girls who are okay looking but put pounds of make-up on and makes them look like bitches and talk about everyone and make rumors because they are bored with their own lame lives, people also call them the [plastics]. there is a lot or ratchet kids at this school. so ratchet that there is a lot of pregnant kids and there is some white people wearing weaves. names like (not real people) bufanda, le'quiqui, de'quande. though not all black kids are ratchet, these few people are.

the ecg's at the school dances are a part of a major slut festival. slutty like at a middle school dance.

some ecg's are nice but there are those few kids who will tick you off. the kids who always gossip and care about what other people think too much. you will meet them 20 years from now being your bagger at walmart.

ecg is a school in the united states and it stands for edward christian glass but it's mainly called ec glass"
"eck","Eck","eck<aik or ache> pronunciation key  1.in the laotian language, the word eck is used homologously to the english word hero."
"eco","Ecos","eco describes a sub-social group of people who are passionate about the enviroment. like any other social group ecos are identified by their group behavior, clothing styles, and in some cases dogma or activism. related sub-social groups are hippies and new agers."
"eda","E-Da","an intelligent, friendly, caring, beautiful girl. she is always helpful and counts others as more important than herself. she is unique and is often quite philosophical. she thinks of things that would never come to anyone else's mind. she is often quite self conscious and overthinks things too much. she is often self conscious about the pronunciation of her name because a lot of people pronounce it wrong (e.g. ida/e-da) she knows that she is different in a good way, but often hides it and tries to fit in with others. she only shows her true self if you are her closest friend. she is an amazing person that always stands up for her friends. at times she can be quite angry and easily annoyed, but she is a crazy, hilarious person. she may seem shy from far away, but once you get to know her, she's the most crazy, cheeky, outgoing person you have ever met. don't ever let an eda slip through your fingers because she will change your life forever for the better."
"edd","Eddy","comes up with all the crazy contraptions for the eds of the famed cul-de-sac on ed, edd, n eddy. wears a sock on his head, and hides something that has never been seen and never will be seen. referred to as ""double d""."
"edh","Edh-","edh- (n.) - short for epic dipping hardass"
"edi","Edis'","usually a surname origins are from the greek ages. the edis' have largely died out, however a few small families remail in western europe and in the greek islands. the edis' were renouned spiritualists and deep-thinkers and it is this combination that made them highly respected members of society. the female members of the edis' are known to be fiercely independant and staunch believers in what is right and just. the male members of the edis' are known to be hard workers and great providers of their family."
"edy","Eddy","edy/edie is not to be confused with the name eddy or eddie. edy/edie is pronounce with a long e. it is a sublet of the name edythe/edith. pronounce it as if you are saying the letters e & d."
"eek","Eek'","used when scared, introuble,impatient, angry or ust generally distressed ('eek' is suposed to sound like a mouses cry)"
"een","Even","used in place of ""even""."
"eeo","Eeos","eeos (ee • ôs), n, adj.  1) unique to a persons lifestyle: music, movies, games, and the internet are my eeos. 2) having no like or equal; unparalleled; incomparable: no two eeos are exactly alike. 3) limited in occurrence to a given class, situation, or area: these eeos are unique to this environment."
"eer","Eer'","to attract ones attention by shouting 'eer'"
"efe","Efes","a name; given to those with high [potential] and great intelligence.

handsome and usually tall, efes are always regarded to be the [sexiest] in the society they are in usually because of their afro, light skin, muscularity and well chiseled abs.

efes are very loving and caring, they are very [rare] and they are the best kind of friends, efes can be very annoying buh that is one of the factors that is loved.

however efes are very [emotional] and influence people positively."
"egg","Egg","christ, what is wrong with you people ? an egg is an egg.  a conjugating cell which unites with another of like or unlike character to form a new individual. most talked about is the chicken's egg, usually white or brown in colour and shaped like an oval with a fat end.  alot of people eat them, but vegans don't eat them. and people who don't like them don't eat them either."
"egh","Egh'","a combination of [ugh], [eh], and [meh], 'egh' describes a state of apathy towards something that would normally draw your ire or disgust if you cared enough to care."
"ego","Ego","for materialist world, the ego could provide the evolutive energy but also  the destructive energy depends on how you deal with it. for spiritual world, there is no need for ego, there we are only one entity."
"egy","Egypt","short term for egypt or egyptians because we are lazy mfkers cant type full shit"
"eha","E.H.A"," stands for the emo hunters of america.  if anyone would like to be a member one must.   hate emos  hate emo life style  add eha to the ending of their name on myspace      ex.  mclovin e.h.a"
"ehh","Ehh'","a word or expression used to show many emotions- embarrassment, shock, disgust, or just used in any point in a conversation. it has many, many variations and the simplest 'ehh' base serves as a model for other variations. as long as it has the distinct 'ehh' sound, one can improvise. use with intonation."
"ehm","Eh-Em","a well known term in the english language pronounced by clearing your throat and saying (eh-em), which represents the desire for attention"
"eid","Eid","one of the two annual islamic feast days, one, eid ul-fitr, ends the month of ramadan (when a muslim fasts) and the other, eid ul-adha during the hajj or pilgrimage to mecca."
"ejo","Ejo","1. ejo is ejo. 2. a form of ejoness. 3. lacking a misunderstanding of the term ejo."
"eke","Eke'","to 'do an eke' would be to injure your wrist, generally caused during the process of masturbation."
"eko","Ekos","ekos is a new creation/collection pet site. at joining, you design your ""alias"", a canine creature that acts as your character. you can design, collect, and sell various masks and items you gain throughout the game."
"elf","E.L.F","(e.l.f) stands for every ladies fantasy. a group of only elitist.  put here on earth to satisfy women in anyway necessary. we are skilled in the art of seduction... all we do is scheme and we scheme to get what we want.  elf is not just a group, its a life style, and we shall stand by that life style. our goal/objective is to stand by our name and give every woman 100% satisfaction guaranteed! elfs up!  originated in ruston louisiana."
"elg","Elgs-","elgs- stands for 'ever lasting gob stopper' and means that the person will not blow a load when given head."
"ely","Ely","ely is the sweetest, sexiest, nicest boy you will meet. most boys with the name ely spell it eli but the eroupeans spell it ely. elys will usually have a large dick and be great in the bedroom. elys have amazing eyes and a great personality. of you ever have a chance to have sex with or kiss a ely do it because they are amazing at both. elys often have a uncut penis because they are european but this just makes them even more attractive. elys are extremely sweet and make girls feel like they are on top if the world. you will fall in love with elys extreamlh easily. they add amazing in everyday and if you ever need a ely enjoy every second you have with them."
"emc","E.M.C","a martial arts team that ""entertains the masses."" by doing choerygraphed fights and gynastics combined with martial arts. the 2 most popular members of e.m.c are xin wuku and jae phan. e.m.c stands for evolved monkey combat."
"eme","Em Es","em es stands for m-s which stands for mouldy sandwhich. em es refers to a person who's odour is really really and i mean really bad to the lungs to the point of suicide."
"emy","Emy'S","a passive aggressive succubus. negative by nature, an emy will control those around it. its victims often have no idea they are being controlled until the emy's true form is revealed."
"end","Ends'","your 'ends' is your area"
"ene","Erner","a northerner.  is the letter n in spanish.  usually used in referring to another northerner."
"eno","Enos'","enos' are very social and everyone who meets them are automatically their friend. they have fun-loving personalities that make everyone want to hang out with them. they care about family life and make family their first priority, they are the type of people who want to make a difference in the world, and do so through their personality.they are usually musically inclined and use it to express themselves.

enos is a the same name of the grandson of adam (gen 5:6; luk 3:38)"
"enr","Enrs","enrs (extended newb relapse syndrome) describes a situation where an online multiplayer gamer (all platforms!) that is usually very skilled (pwnage) style and reverts back to old newbish ways, linked closesly with nrs but this is the extended version for extended severe case of newb relapse syndrome."
"eon","Eason","a first world pompous preppy male or female. who follows the crowd, speaks in text talk, is obsessed with gucci and consumerism and has no real life experience other than spending daddy's money while being completely oblivious to any real world problem. all in all one of the main things wrong with the world today and a major reason that injustice, capitalism, racism starvation and war still exist in the modern world"
"epo","Epos","the delicate yet elusive act of taking a car and ploughing it through a grassy pane, wether it be a park, field or any area that has grass on its surface. some fear epos, others have it in their blood."
"erc","Eric","eric"
"erm","Erm","erm is a word which erm people who erm engage their mouths before their erm brains say a lot."
"ero","Eros","eros (cupid) is the son of aphrodite."
"ery","Ery","ery means what's up.  basically saying hello.  its a marin city, california term also known as the ""jungle"".  and when u say ery in marin city it means the jungle call. "
"esk","Esk","spelled with a k for flare, the esk is a state of mind.  it's a lifestyle lived by someone.  it basically means anything can come out of your mouth at any given time no matter who's around or what the situation is.  esk moments can happen to others.  if one did occur you might say that it was a ""esk"" moment.  "
"eth","Eth","eth zurich is a university located in zürich (switzerland). the acronym eth/ethz stands for eidgenössische technische hochschule zürich, which translates to swiss federal institute of technology zurich. it is ranked among the top universities in the world."
"eua","Eua-","eua- is a plain-gay name for a person. a total moron and a sucker to everyone around him/she/it, eua may dress up as a man most of the time but eua is usually a homo who dresses up as barbie on halloweens or likes to be a blabbermouth emcee during a club or house party.eua is not a fun guy to be with, he can ruin the mood of a perfectly good evening. stay away from eua at all costs."
"eup","Eups","when you are faced with a mistake or an unprecedented situation of an awkward nature which may put you into an incessant urge to for give yourself or simply to blurt out [eups]."
"evi","Evi'","see also [sexy beastess] the 'evi' are known for their intelligence as well as their exceptional fencing capabilities.  the evi can be extremely dangerous if you get on their bad side.  if one were to by chance become the enemy of an evi, it would be easier for them to just commit suicide on the spot, the evi are a cunning foe.  they are also known to be good friends in time of need. "
"evr","Ever","whatever. makes more sense than ""evs"" because the word ""whatever"" does not have an ""r"" in it."
"evv","Evvs","an abbriviation of the word whatevvs meaning whatever, used by idiotic lazy people who can't just say whatever, or even whatevvs."
"ewl","Ewls","a ewl is a large beast which mainly consumes petrol and oil but there are some with diets made up from human waste (rubbish). some adult ewls can way many tones and young ones when they hatch can sometimes be grams, a baby ewl is called a dinky in some countrys. even though some ewls are magnificent and are put in awsome shows, it doesnt mean these beasts are not extremly dangerous (because they are) ewls account for all fatal road fatalities in the world alone! a ewl will lay eggs after a buck ewl and a doe ewl mate, the femle (darbage ewl) will lay her eggs in a tip.

p.s the darbage ewl is just one of many ewl spiecies and not all ewls share the same breading grounds.

the first ewl was discovered early in the 1900s and since then many new species have been found, more species are still being found today."
"ewn","Ewn'","a typo of the word 'own' in which the typist is typing on a dvorak keyboard instead of the traditional qwerty.

the words 'pwn' and 'pwned' became very popular ""leet"" ways of exclaiming how one has bested an opponent in some manner on the internet. this is due to the fact that 'pwn' is a typo of the word 'own' where the typist accidentally typed the letter 'p' instead of 'o' due to the 'p's placement to the right of the 'o' on the qwerty keyboard.

similarly, if one were to type the letter directly to the right of 'o' on a dvorak keyboard, the resulting letter would be an 'e'. thus the typo 'ewn' is born.

most likely never an actual typo, rather a purposeful mistake used to make people ask the typist how they could have typed 'ewn' when they meant 'own' thus allowing the typist to go into an explanation as to why they use the dvorak keyboard. this, in most cases, will make the dvorak typist feel very smug and superior."
"ewp","Ewps","sentiments uttered after an accidentally dirty predicament: oops + ew = ewps."
"eww","Eww'","the word 'eww' is often used to phrase a sentence with disguist."
"exo","Exo-K","a group of 12 gods from exo planet, divided into exo-k (korean) and exo-m (chinese). exo-k consists of: dance machine kai, sexy maknae sehun, water bending guardian suho, derp chanyeollie, kyungso_o, and snsd fanboy baekhyun. exo-m consists of: meat bun xiumin, healing unicorn yixing, bitch-faced dragon kris, wushu/aegyo master gucci tao, lost-in-translation chen, and the youngest is 5 y.o luhan a.k.a marilyn monroe. members currently in a relationship are: kris & tao, sehun & luhan, kai & suho, and chanyeol & baekhyun. their unofficial fandom name is exotic and they are on crack. exotics usually 'pedo-noona' over members when in reality most of them are dongsaengs in high school. they stay up until 4am to watch live streaming interviews that exo guests, while reading translations on their tumblr dashboards. once you become an exotic there is no turning back. no cure is known for this disease except for contant song-replaying, photoshoot-photo-reblogging, spazzing, and fan-fiction-writing."
"exy","Exy","combination of ""ex"" and ""sexy""  adjective for a boyfriend or girlfriend that is technically an ""ex"" buy still vaguely romantically involved with you (thus somewhat sexy)."
"eya","Eyas","eyas /iya:s/ - (noun) - an old bosnian word for: ""god's gift to women"". the word used by fathers to tell their sons that if they want to become eyas they must be confident and bold in life."
"eye","Eyes","eyes (n.) - traditionally defined as a feature on a living creature’s body that allows it to see, this simple area of the body is considered by some to be the most beautiful and mystifying physical feature of another person (especially the eyes of a woman).  unlike the [breasts], [legs], or [gluteus maximus] (which are often associated with physical beauty in women) the eyes hold value outside of the realm of sexuality.  (some would even argue that, for this reason alone, the admiration of a woman's eyes is more respectable and pure than being physically attracted toward some element of her sex.) some men find the most dazzling feature of a woman to be her eyes, leaving everything else as all but completely irrelevant.  looking into a woman’s eyes, one can sometimes peer into her soul."
"eyo","Eyo","shoutout to someone...beginning a conversation...""eyo, wuttup"". calling a friend to attention.  eyo (hey you)"
"ezy","Ezy","her fear are caterpillars, she loves hedgehogs, she has an awesome ""brother"" charwene, golf is her hobby, yan yans (you're welcome) are yummy, green is her fav, ezy pezy the pineaple, have a nice day. :)"
